date,Ticker,IV30,Skew_1M_25D
2026-06-23,INDA,17.51,4.08
2026-06-24,INDA,16.47,2.35
2026-06-25,INDA,19.02,2.36
2026-06-26,INDA,12.45,1.31
2026-06-29,INDA,16.73,3.94
2026-06-30,INDA,15.9,4.88
2026-07-01,INDA,17.91,3.25
2026-07-02,INDA,15.29,2.92
2026-07-07,INDA,18.86,1.13
2026-07-08,INDA,15.78,6.42
2026-07-09,INDA,16.26,2.7
2026-07-10,INDA,15.89,3.44
2026-07-13,INDA,16.33,-0.07
2026-07-14,INDA,16.74,1.75
2026-07-15,INDA,17.08,1.68
2026-07-16,INDA,15.79,3.21
2026-07-20,INDA,19.11,2.31
2026-07-21,INDA,16.42,1.8
2026-07-22,INDA,16.64,2.58
2026-07-23,INDA,18.23,2.7
2026-07-24,INDA,19.97,2.63
2026-07-27,INDA,15.9,6.49
2026-07-28,INDA,21.89,-3.25
2026-07-29,INDA,26.97,1.24
2026-07-30,INDA,15.19,2.32
2026-07-31,INDA,13.54,0.71
2026-08-03,INDA,13.67,2.66
2026-08-04,INDA,14.29,-13.75
2026-08-05,INDA,14.49,1.64
2026-08-06,INDA,15.14,1.47
2026-08-07,INDA,13.1,3.02
2026-08-10,INDA,15.11,3.45
2026-08-13,INDA,15.47,0.79
2026-08-14,INDA,12.93,1.73
2026-08-18,INDA,15.83,5.55
2026-08-19,INDA,13.7,5.01
2026-08-20,INDA,14.54,3.52
2026-08-21,INDA,14.02,1.84
2026-08-24,INDA,15.42,2.78
2026-08-25,INDA,13.67,3.07
2026-08-26,INDA,14.13,-0.59
2026-08-27,INDA,14.68,2.68
2026-08-28,INDA,13.51,4.59
2026-09-01,INDA,14.25,0.85
2026-09-02,INDA,12.55,2.27
